지점,지점명,일시,시정(10m)
90,속초,2022-04-01 00:00,3534
90,속초,2022-04-01 01:00,3717
90,속초,2022-04-01 02:00,4492
90,속초,2022-04-01 03:00,4357
90,속초,2022-04-01 04:00,4402
90,속초,2022-04-01 05:00,4501
90,속초,2022-04-01 06:00,4158
90,속초,2022-04-01 07:00,4455
90,속초,2022-04-01 08:00,4125
90,속초,2022-04-01 09:00,3319
90,속초,2022-04-01 10:00,3854
90,속초,2022-04-01 11:00,4967
90,속초,2022-04-01 12:00,4905
90,속초,2022-04-01 13:00,4957
90,속초,2022-04-01 14:00,5000
90,속초,2022-04-01 15:00,5000
90,속초,2022-04-01 16:00,4931
90,속초,2022-04-01 17:00,4841
90,속초,2022-04-01 18:00,4471
90,속초,2022-04-01 19:00,4250
90,속초,2022-04-01 20:00,4063
90,속초,2022-04-01 21:00,3375
90,속초,2022-04-01 22:00,3673
90,속초,2022-04-01 23:00,4530
90,속초,2022-04-02 00:00,4524
90,속초,2022-04-02 01:00,4416
90,속초,2022-04-02 02:00,4564
90,속초,2022-04-02 03:00,4387
90,속초,2022-04-02 04:00,4478
90,속초,2022-04-02 05:00,4254
90,속초,2022-04-02 06:00,4452
90,속초,2022-04-02 07:00,4161
90,속초,2022-04-02 08:00,3744
90,속초,2022-04-02 09:00,3543
90,속초,2022-04-02 10:00,3842
90,속초,2022-04-02 11:00,4290
90,속초,2022-04-02 12:00,4616
90,속초,2022-04-02 13:00,4196
90,속초,2022-04-02 14:00,4779
90,속초,2022-04-02 15:00,4827
90,속초,2022-04-02 16:00,4173
90,속초,2022-04-02 17:00,3919
90,속초,2022-04-02 18:00,2416
90,속초,2022-04-02 19:00,1881
90,속초,2022-04-02 20:00,2315
90,속초,2022-04-02 21:00,2407
90,속초,2022-04-02 22:00,2924
90,속초,2022-04-02 23:00,2777
90,속초,2022-04-03 00:00,2937
90,속초,2022-04-03 01:00,3383
90,속초,2022-04-03 02:00,3364
90,속초,2022-04-03 03:00,3626
90,속초,2022-04-03 04:00,3898
90,속초,2022-04-03 05:00,3099
90,속초,2022-04-03 06:00,3063
90,속초,2022-04-03 07:00,3045
90,속초,2022-04-03 08:00,2702
90,속초,2022-04-03 09:00,3157
90,속초,2022-04-03 10:00,3175
90,속초,2022-04-03 11:00,3341
90,속초,2022-04-03 12:00,3070
90,속초,2022-04-03 13:00,3416
90,속초,2022-04-03 14:00,3503
90,속초,2022-04-03 15:00,3384
90,속초,2022-04-03 16:00,3544
90,속초,2022-04-03 17:00,3416
90,속초,2022-04-03 18:00,2073
90,속초,2022-04-03 19:00,1911
90,속초,2022-04-03 20:00,1627
90,속초,2022-04-03 21:00,2354
90,속초,2022-04-03 22:00,3289
90,속초,2022-04-03 23:00,4590
90,속초,2022-04-04 00:00,4254
90,속초,2022-04-04 01:00,4296
90,속초,2022-04-04 02:00,3898
90,속초,2022-04-04 03:00,3815
90,속초,2022-04-04 04:00,3672
90,속초,2022-04-04 05:00,3236
90,속초,2022-04-04 06:00,2344
90,속초,2022-04-04 07:00,2716
90,속초,2022-04-04 08:00,2587
90,속초,2022-04-04 09:00,3034
90,속초,2022-04-04 10:00,3056
90,속초,2022-04-04 11:00,3106
90,속초,2022-04-04 12:00,3374
90,속초,2022-04-04 13:00,3717
90,속초,2022-04-04 14:00,3119
90,속초,2022-04-04 15:00,3099
90,속초,2022-04-04 16:00,2514
90,속초,2022-04-04 17:00,2766
90,속초,2022-04-04 18:00,2720
90,속초,2022-04-04 19:00,2518
90,속초,2022-04-04 20:00,2043
90,속초,2022-04-04 21:00,2115
90,속초,2022-04-04 22:00,2384
90,속초,2022-04-04 23:00,2894
90,속초,2022-04-05 00:00,2935
90,속초,2022-04-05 01:00,2638
90,속초,2022-04-05 02:00,2842
90,속초,2022-04-05 03:00,3012
90,속초,2022-04-05 04:00,2817
90,속초,2022-04-05 05:00,2424
90,속초,2022-04-05 06:00,2473
90,속초,2022-04-05 07:00,2653
90,속초,2022-04-05 08:00,3533
90,속초,2022-04-05 09:00,3734
90,속초,2022-04-05 10:00,3884
90,속초,2022-04-05 11:00,4373
90,속초,2022-04-05 12:00,4510
90,속초,2022-04-05 13:00,4842
90,속초,2022-04-05 14:00,4809
90,속초,2022-04-05 15:00,4883
90,속초,2022-04-05 16:00,3527
90,속초,2022-04-05 17:00,2611
90,속초,2022-04-05 18:00,2492
90,속초,2022-04-05 19:00,2528
90,속초,2022-04-05 20:00,2547
90,속초,2022-04-05 21:00,2667
90,속초,2022-04-05 22:00,2749
90,속초,2022-04-05 23:00,2371
90,속초,2022-04-06 00:00,2231
90,속초,2022-04-06 01:00,2049
90,속초,2022-04-06 02:00,2039
90,속초,2022-04-06 03:00,2046
90,속초,2022-04-06 04:00,1952
90,속초,2022-04-06 05:00,2269
90,속초,2022-04-06 06:00,2565
90,속초,2022-04-06 07:00,2437
90,속초,2022-04-06 08:00,2406
90,속초,2022-04-06 09:00,2373
90,속초,2022-04-06 10:00,2345
90,속초,2022-04-06 11:00,2308
90,속초,2022-04-06 12:00,2662
90,속초,2022-04-06 13:00,2845
90,속초,2022-04-06 14:00,3060
90,속초,2022-04-06 15:00,2939
90,속초,2022-04-06 16:00,3214
90,속초,2022-04-06 17:00,3026
90,속초,2022-04-06 18:00,2702
90,속초,2022-04-06 19:00,2201
90,속초,2022-04-06 20:00,2602
90,속초,2022-04-06 21:00,2423
90,속초,2022-04-06 22:00,2129
90,속초,2022-04-06 23:00,2302
90,속초,2022-04-07 00:00,2877
90,속초,2022-04-07 01:00,2916
90,속초,2022-04-07 02:00,3353
90,속초,2022-04-07 03:00,3419
90,속초,2022-04-07 04:00,2770
90,속초,2022-04-07 05:00,2348
90,속초,2022-04-07 06:00,2620
90,속초,2022-04-07 07:00,2769
90,속초,2022-04-07 08:00,2343
90,속초,2022-04-07 09:00,3334
90,속초,2022-04-07 10:00,3759
90,속초,2022-04-07 11:00,4527
90,속초,2022-04-07 12:00,3804
90,속초,2022-04-07 13:00,4492
90,속초,2022-04-07 14:00,5000
90,속초,2022-04-07 15:00,5000
90,속초,2022-04-07 16:00,5000
90,속초,2022-04-07 17:00,4237
90,속초,2022-04-07 18:00,4610
90,속초,2022-04-07 19:00,4296
90,속초,2022-04-07 20:00,4272
90,속초,2022-04-07 21:00,4608
90,속초,2022-04-07 22:00,4425
90,속초,2022-04-07 23:00,4609
90,속초,2022-04-08 00:00,4008
90,속초,2022-04-08 01:00,3979
90,속초,2022-04-08 02:00,4035
90,속초,2022-04-08 03:00,3871
90,속초,2022-04-08 04:00,4044
90,속초,2022-04-08 16:00,2085
90,속초,2022-04-08 17:00,3433
90,속초,2022-04-08 18:00,3667
90,속초,2022-04-08 19:00,3607
90,속초,2022-04-08 20:00,3685
90,속초,2022-04-08 21:00,4051
90,속초,2022-04-08 22:00,5000
90,속초,2022-04-08 23:00,4805
90,속초,2022-04-09 00:00,4976
90,속초,2022-04-09 01:00,4566
90,속초,2022-04-09 02:00,3873
90,속초,2022-04-09 03:00,3766
90,속초,2022-04-09 04:00,3484
90,속초,2022-04-09 05:00,2892
90,속초,2022-04-09 06:00,3944
90,속초,2022-04-09 07:00,2910
90,속초,2022-04-09 08:00,2767
90,속초,2022-04-09 09:00,2796
90,속초,2022-04-09 10:00,2335
90,속초,2022-04-09 11:00,2773
90,속초,2022-04-09 12:00,2823
90,속초,2022-04-09 13:00,3011
90,속초,2022-04-09 14:00,3194
90,속초,2022-04-09 15:00,2940
90,속초,2022-04-09 16:00,3021
90,속초,2022-04-09 17:00,3297
90,속초,2022-04-09 18:00,3458
90,속초,2022-04-09 19:00,3539
90,속초,2022-04-09 20:00,3658
90,속초,2022-04-09 21:00,3417
90,속초,2022-04-09 22:00,3377
90,속초,2022-04-09 23:00,3515
90,속초,2022-04-10 00:00,3600
90,속초,2022-04-10 01:00,3779
90,속초,2022-04-10 02:00,3826
90,속초,2022-04-10 03:00,3844
90,속초,2022-04-10 04:00,3804
90,속초,2022-04-10 05:00,3870
90,속초,2022-04-10 06:00,3829
90,속초,2022-04-10 07:00,3647
90,속초,2022-04-10 08:00,3795
90,속초,2022-04-10 09:00,3719
90,속초,2022-04-10 10:00,3897
90,속초,2022-04-10 11:00,4280
90,속초,2022-04-10 12:00,4709
90,속초,2022-04-10 13:00,4537
90,속초,2022-04-10 14:00,4829
90,속초,2022-04-10 15:00,4748
90,속초,2022-04-10 16:00,4743
90,속초,2022-04-10 17:00,4825
90,속초,2022-04-10 18:00,4342
90,속초,2022-04-10 19:00,3802
90,속초,2022-04-10 20:00,3161
90,속초,2022-04-10 21:00,4142
90,속초,2022-04-11 19:00,3574
90,속초,2022-04-11 20:00,2726
90,속초,2022-04-11 21:00,1492
90,속초,2022-04-11 22:00,2175
90,속초,2022-04-11 23:00,4245
90,속초,2022-04-12 00:00,3661
90,속초,2022-04-12 01:00,4996
90,속초,2022-04-12 02:00,4730
90,속초,2022-04-12 03:00,4953
90,속초,2022-04-12 04:00,4887
90,속초,2022-04-12 05:00,4856
90,속초,2022-04-12 06:00,4071
90,속초,2022-04-12 07:00,4110
90,속초,2022-04-12 08:00,3423
90,속초,2022-04-12 09:00,3927
90,속초,2022-04-12 10:00,4262
90,속초,2022-04-12 11:00,4417
90,속초,2022-04-12 12:00,4453
90,속초,2022-04-12 13:00,4442
90,속초,2022-04-12 14:00,3839
90,속초,2022-04-12 15:00,3018
90,속초,2022-04-12 16:00,2025
90,속초,2022-04-12 17:00,1912
90,속초,2022-04-12 18:00,2024
90,속초,2022-04-12 19:00,2245
90,속초,2022-04-12 20:00,979
90,속초,2022-04-12 21:00,362
90,속초,2022-04-12 22:00,744
90,속초,2022-04-12 23:00,570
90,속초,2022-04-13 00:00,193
90,속초,2022-04-13 01:00,167
90,속초,2022-04-13 02:00,371
90,속초,2022-04-13 03:00,127
90,속초,2022-04-13 04:00,280
90,속초,2022-04-13 05:00,294
90,속초,2022-04-13 06:00,360
90,속초,2022-04-13 07:00,295
90,속초,2022-04-13 08:00,1435
90,속초,2022-04-13 09:00,387
90,속초,2022-04-13 10:00,4142
90,속초,2022-04-13 11:00,5000
90,속초,2022-04-13 12:00,4987
90,속초,2022-04-13 13:00,2373
90,속초,2022-04-13 14:00,2229
90,속초,2022-04-13 15:00,2109
90,속초,2022-04-13 16:00,4139
90,속초,2022-04-13 17:00,3424
90,속초,2022-04-13 18:00,3333
90,속초,2022-04-13 19:00,4250
90,속초,2022-04-13 20:00,3757
90,속초,2022-04-13 21:00,3374
90,속초,2022-04-13 22:00,4611
90,속초,2022-04-13 23:00,4427
90,속초,2022-04-14 00:00,4146
90,속초,2022-04-14 01:00,4424
90,속초,2022-04-14 02:00,4656
90,속초,2022-04-14 03:00,4382
90,속초,2022-04-14 04:00,619
90,속초,2022-04-14 05:00,3580
90,속초,2022-04-14 06:00,4462
90,속초,2022-04-14 07:00,4550
90,속초,2022-04-14 08:00,4514
90,속초,2022-04-14 09:00,4633
90,속초,2022-04-14 10:00,5000
90,속초,2022-04-14 11:00,4969
90,속초,2022-04-14 12:00,4997
90,속초,2022-04-14 13:00,5000
90,속초,2022-04-14 14:00,5000
90,속초,2022-04-14 15:00,4972
90,속초,2022-04-14 16:00,3504
90,속초,2022-04-14 17:00,2253
90,속초,2022-04-14 18:00,4628
90,속초,2022-04-14 19:00,3121
90,속초,2022-04-14 20:00,3085
90,속초,2022-04-14 21:00,4443
90,속초,2022-04-14 22:00,4345
90,속초,2022-04-14 23:00,4576
90,속초,2022-04-15 00:00,4490
90,속초,2022-04-15 01:00,4448
90,속초,2022-04-15 02:00,4790
90,속초,2022-04-15 03:00,4766
90,속초,2022-04-15 04:00,4846
90,속초,2022-04-15 05:00,4780
90,속초,2022-04-15 06:00,4175
90,속초,2022-04-15 07:00,4488
90,속초,2022-04-15 08:00,3405
90,속초,2022-04-15 09:00,4905
90,속초,2022-04-15 10:00,4947
90,속초,2022-04-15 11:00,4776
90,속초,2022-04-15 12:00,5000
90,속초,2022-04-15 13:00,5000
90,속초,2022-04-15 14:00,5000
90,속초,2022-04-15 15:00,5000
90,속초,2022-04-15 16:00,5000
90,속초,2022-04-15 17:00,5000
90,속초,2022-04-15 18:00,5000
90,속초,2022-04-15 19:00,5000
90,속초,2022-04-15 20:00,5000
90,속초,2022-04-15 21:00,4918
90,속초,2022-04-15 22:00,4727
90,속초,2022-04-15 23:00,4986
90,속초,2022-04-16 00:00,4914
90,속초,2022-04-16 01:00,4726
90,속초,2022-04-16 02:00,4909
90,속초,2022-04-16 03:00,5000
90,속초,2022-04-16 04:00,4962
90,속초,2022-04-16 05:00,4974
90,속초,2022-04-16 06:00,5000
90,속초,2022-04-16 07:00,4967
90,속초,2022-04-16 08:00,3440
90,속초,2022-04-16 09:00,4530
90,속초,2022-04-16 10:00,4768
90,속초,2022-04-16 11:00,4802
90,속초,2022-04-16 12:00,5000
90,속초,2022-04-16 13:00,4996
90,속초,2022-04-16 14:00,4965
90,속초,2022-04-16 15:00,4800
90,속초,2022-04-16 16:00,4112
90,속초,2022-04-16 17:00,3769
90,속초,2022-04-16 18:00,3460
90,속초,2022-04-16 19:00,1824
90,속초,2022-04-16 20:00,1725
90,속초,2022-04-16 21:00,4031
90,속초,2022-04-16 22:00,4643
90,속초,2022-04-16 23:00,4996
90,속초,2022-04-17 00:00,4268
90,속초,2022-04-17 01:00,5000
90,속초,2022-04-17 02:00,5000
90,속초,2022-04-17 03:00,5000
90,속초,2022-04-17 04:00,5000
90,속초,2022-04-17 05:00,5000
90,속초,2022-04-17 06:00,5000
90,속초,2022-04-17 07:00,5000
90,속초,2022-04-17 08:00,4982
90,속초,2022-04-17 09:00,5000
90,속초,2022-04-17 10:00,4996
90,속초,2022-04-17 11:00,5000
90,속초,2022-04-17 12:00,5000
90,속초,2022-04-17 13:00,5000
90,속초,2022-04-17 14:00,4984
90,속초,2022-04-17 15:00,4326
90,속초,2022-04-17 16:00,3268
90,속초,2022-04-17 17:00,4216
90,속초,2022-04-17 18:00,4517
90,속초,2022-04-17 19:00,4590
90,속초,2022-04-17 20:00,3862
90,속초,2022-04-17 21:00,4613
90,속초,2022-04-17 22:00,4252
90,속초,2022-04-17 23:00,4172
90,속초,2022-04-18 00:00,3730
90,속초,2022-04-18 01:00,3857
90,속초,2022-04-18 02:00,3622
90,속초,2022-04-18 03:00,3570
90,속초,2022-04-18 04:00,3527
90,속초,2022-04-18 05:00,4064
90,속초,2022-04-18 06:00,4214
90,속초,2022-04-18 07:00,4212
90,속초,2022-04-18 08:00,3126
90,속초,2022-04-18 09:00,3497
90,속초,2022-04-18 10:00,4414
90,속초,2022-04-18 11:00,4270
90,속초,2022-04-18 12:00,3987
90,속초,2022-04-18 13:00,3126
90,속초,2022-04-18 14:00,3357
90,속초,2022-04-18 15:00,3562
90,속초,2022-04-18 16:00,3350
90,속초,2022-04-18 17:00,3045
90,속초,2022-04-18 18:00,3033
90,속초,2022-04-18 19:00,2056
90,속초,2022-04-18 20:00,2088
90,속초,2022-04-18 21:00,1962
90,속초,2022-04-18 22:00,2005
90,속초,2022-04-18 23:00,1871
90,속초,2022-04-19 00:00,1556
90,속초,2022-04-19 01:00,1461
90,속초,2022-04-19 02:00,1030
90,속초,2022-04-19 03:00,1116
90,속초,2022-04-19 04:00,934
90,속초,2022-04-19 05:00,672
90,속초,2022-04-19 06:00,793
90,속초,2022-04-19 07:00,868
90,속초,2022-04-19 08:00,1269
90,속초,2022-04-19 09:00,1447
90,속초,2022-04-19 10:00,1430
90,속초,2022-04-19 11:00,1495
90,속초,2022-04-19 12:00,1778
90,속초,2022-04-19 13:00,1916
90,속초,2022-04-19 14:00,1957
90,속초,2022-04-19 15:00,1735
90,속초,2022-04-19 16:00,1924
90,속초,2022-04-19 17:00,1919
90,속초,2022-04-19 18:00,2315
90,속초,2022-04-19 19:00,2368
90,속초,2022-04-19 20:00,1878
90,속초,2022-04-19 21:00,1713
90,속초,2022-04-19 22:00,1378
90,속초,2022-04-19 23:00,2572
90,속초,2022-04-20 00:00,2957
90,속초,2022-04-20 01:00,2481
90,속초,2022-04-20 02:00,2541
90,속초,2022-04-20 03:00,2612
90,속초,2022-04-20 04:00,2770
90,속초,2022-04-20 05:00,3153
90,속초,2022-04-20 06:00,3317
90,속초,2022-04-20 07:00,3340
90,속초,2022-04-20 08:00,3611
90,속초,2022-04-20 09:00,4159
90,속초,2022-04-20 10:00,4356
90,속초,2022-04-20 11:00,4336
90,속초,2022-04-20 12:00,4130
90,속초,2022-04-20 13:00,3865
90,속초,2022-04-20 14:00,3797
90,속초,2022-04-20 15:00,3761
90,속초,2022-04-20 16:00,3971
90,속초,2022-04-20 17:00,3895
90,속초,2022-04-20 18:00,2011
90,속초,2022-04-20 19:00,1827
90,속초,2022-04-20 20:00,1843
90,속초,2022-04-20 21:00,2421
90,속초,2022-04-20 22:00,3308
90,속초,2022-04-20 23:00,3680
90,속초,2022-04-21 00:00,3852
90,속초,2022-04-21 01:00,4396
90,속초,2022-04-21 02:00,4478
90,속초,2022-04-21 03:00,3555
90,속초,2022-04-21 04:00,3125
90,속초,2022-04-21 05:00,2841
90,속초,2022-04-21 06:00,2578
90,속초,2022-04-21 07:00,2016
90,속초,2022-04-21 08:00,2054
90,속초,2022-04-21 09:00,2020
90,속초,2022-04-21 10:00,2051
90,속초,2022-04-21 11:00,2379
90,속초,2022-04-21 12:00,2426
90,속초,2022-04-21 13:00,2636
90,속초,2022-04-21 14:00,3134
90,속초,2022-04-21 15:00,3441
90,속초,2022-04-21 16:00,4026
90,속초,2022-04-21 17:00,3283
90,속초,2022-04-21 18:00,2072
90,속초,2022-04-21 19:00,2127
90,속초,2022-04-21 20:00,2109
90,속초,2022-04-21 21:00,2420
90,속초,2022-04-21 22:00,2665
90,속초,2022-04-21 23:00,2243
90,속초,2022-04-22 00:00,2078
90,속초,2022-04-22 01:00,1960
90,속초,2022-04-22 02:00,1810
90,속초,2022-04-22 03:00,1894
90,속초,2022-04-22 04:00,2105
90,속초,2022-04-22 05:00,2644
90,속초,2022-04-22 06:00,2979
90,속초,2022-04-22 07:00,2991
90,속초,2022-04-22 08:00,2739
90,속초,2022-04-22 09:00,3429
90,속초,2022-04-22 10:00,3082
90,속초,2022-04-22 11:00,2184
90,속초,2022-04-22 12:00,3899
90,속초,2022-04-22 13:00,2581
90,속초,2022-04-22 14:00,2175
90,속초,2022-04-22 15:00,1896
90,속초,2022-04-22 16:00,1744
90,속초,2022-04-22 17:00,1484
90,속초,2022-04-22 18:00,1540
90,속초,2022-04-22 19:00,1815
90,속초,2022-04-22 20:00,1798
90,속초,2022-04-22 21:00,1866
90,속초,2022-04-22 22:00,1841
90,속초,2022-04-22 23:00,1753
90,속초,2022-04-23 00:00,1782
90,속초,2022-04-23 01:00,1801
90,속초,2022-04-23 02:00,1963
90,속초,2022-04-23 03:00,2269
90,속초,2022-04-23 04:00,2593
90,속초,2022-04-23 05:00,2403
90,속초,2022-04-23 06:00,2420
90,속초,2022-04-23 07:00,2757
90,속초,2022-04-23 08:00,2953
90,속초,2022-04-23 09:00,3247
90,속초,2022-04-23 10:00,3159
90,속초,2022-04-23 11:00,3297
90,속초,2022-04-23 12:00,3465
90,속초,2022-04-23 13:00,3196
90,속초,2022-04-23 14:00,2802
90,속초,2022-04-23 15:00,2536
90,속초,2022-04-23 16:00,3183
90,속초,2022-04-23 17:00,3573
90,속초,2022-04-23 18:00,3285
90,속초,2022-04-23 19:00,3105
90,속초,2022-04-23 20:00,2296
90,속초,2022-04-23 21:00,2004
90,속초,2022-04-23 22:00,1975
90,속초,2022-04-23 23:00,2046
90,속초,2022-04-24 00:00,2028
90,속초,2022-04-24 01:00,1700
90,속초,2022-04-24 02:00,1715
90,속초,2022-04-24 03:00,2379
90,속초,2022-04-24 04:00,2064
90,속초,2022-04-24 05:00,2272
90,속초,2022-04-24 06:00,2459
90,속초,2022-04-24 07:00,2721
90,속초,2022-04-24 08:00,2599
90,속초,2022-04-24 09:00,2908
90,속초,2022-04-24 10:00,2735
90,속초,2022-04-24 11:00,2583
90,속초,2022-04-24 12:00,3193
90,속초,2022-04-24 13:00,3272
90,속초,2022-04-24 14:00,3142
90,속초,2022-04-24 15:00,2501
90,속초,2022-04-24 16:00,2098
90,속초,2022-04-24 17:00,2423
90,속초,2022-04-24 18:00,3620
90,속초,2022-04-24 19:00,3590
90,속초,2022-04-24 20:00,3609
90,속초,2022-04-24 21:00,3498
90,속초,2022-04-24 22:00,3215
90,속초,2022-04-24 23:00,3940
90,속초,2022-04-25 00:00,3390
90,속초,2022-04-25 01:00,3543
90,속초,2022-04-25 02:00,2857
90,속초,2022-04-25 03:00,2091
90,속초,2022-04-25 04:00,1955
90,속초,2022-04-25 05:00,1798
90,속초,2022-04-25 06:00,1765
90,속초,2022-04-25 07:00,1488
90,속초,2022-04-25 08:00,1578
90,속초,2022-04-25 09:00,1593
90,속초,2022-04-25 10:00,1681
90,속초,2022-04-25 11:00,1669
90,속초,2022-04-25 12:00,2461
90,속초,2022-04-25 13:00,1569
90,속초,2022-04-25 14:00,1972
90,속초,2022-04-25 15:00,2053
90,속초,2022-04-25 16:00,2168
90,속초,2022-04-25 17:00,1976
90,속초,2022-04-25 18:00,2089
90,속초,2022-04-25 19:00,1535
90,속초,2022-04-25 20:00,1322
90,속초,2022-04-25 21:00,1239
90,속초,2022-04-25 22:00,1245
90,속초,2022-04-25 23:00,1549
90,속초,2022-04-26 00:00,1734
90,속초,2022-04-26 01:00,2276
90,속초,2022-04-26 02:00,5000
90,속초,2022-04-26 03:00,3811
90,속초,2022-04-26 04:00,3383
90,속초,2022-04-26 05:00,2194
90,속초,2022-04-26 06:00,4402
90,속초,2022-04-26 07:00,4350
90,속초,2022-04-26 08:00,4968
90,속초,2022-04-26 09:00,4371
90,속초,2022-04-26 10:00,2391
90,속초,2022-04-26 11:00,3668
90,속초,2022-04-26 12:00,5000
90,속초,2022-04-26 13:00,4451
90,속초,2022-04-26 14:00,5000
90,속초,2022-04-26 15:00,5000
90,속초,2022-04-26 16:00,5000
90,속초,2022-04-26 17:00,5000
90,속초,2022-04-26 18:00,4980
90,속초,2022-04-26 19:00,4594
90,속초,2022-04-26 20:00,3748
90,속초,2022-04-26 21:00,2497
90,속초,2022-04-26 22:00,2575
90,속초,2022-04-26 23:00,3204
90,속초,2022-04-27 00:00,4364
90,속초,2022-04-27 01:00,4353
90,속초,2022-04-27 02:00,2566
90,속초,2022-04-27 03:00,2261
90,속초,2022-04-27 04:00,3011
90,속초,2022-04-27 05:00,2550
90,속초,2022-04-27 06:00,2759
90,속초,2022-04-27 07:00,2935
90,속초,2022-04-27 08:00,2229
90,속초,2022-04-27 09:00,1966
90,속초,2022-04-27 10:00,1736
90,속초,2022-04-27 11:00,2205
90,속초,2022-04-27 12:00,5000
90,속초,2022-04-27 13:00,4584
90,속초,2022-04-27 14:00,3968
90,속초,2022-04-27 15:00,2790
90,속초,2022-04-27 16:00,3228
90,속초,2022-04-27 17:00,2654
90,속초,2022-04-27 18:00,2904
90,속초,2022-04-27 19:00,3164
90,속초,2022-04-27 20:00,2854
90,속초,2022-04-27 21:00,2751
90,속초,2022-04-27 22:00,2807
90,속초,2022-04-27 23:00,2917
90,속초,2022-04-28 00:00,2963
90,속초,2022-04-28 01:00,2735
90,속초,2022-04-28 02:00,1631
90,속초,2022-04-28 03:00,2613
90,속초,2022-04-28 04:00,2877
90,속초,2022-04-28 05:00,3069
90,속초,2022-04-28 06:00,2464
90,속초,2022-04-28 07:00,2875
90,속초,2022-04-28 08:00,2220
90,속초,2022-04-28 09:00,2654
90,속초,2022-04-28 10:00,1913
90,속초,2022-04-28 11:00,1959
90,속초,2022-04-28 12:00,1195
90,속초,2022-04-28 13:00,1636
90,속초,2022-04-28 14:00,1415
90,속초,2022-04-28 15:00,407
90,속초,2022-04-28 16:00,932
90,속초,2022-04-28 17:00,1231
90,속초,2022-04-28 18:00,880
90,속초,2022-04-28 19:00,1889
90,속초,2022-04-28 20:00,2587
90,속초,2022-04-28 21:00,2596
90,속초,2022-04-28 22:00,2554
90,속초,2022-04-28 23:00,3123
90,속초,2022-04-29 00:00,1739
90,속초,2022-04-29 01:00,2857
90,속초,2022-04-29 02:00,876
90,속초,2022-04-29 03:00,876
90,속초,2022-04-29 04:00,827
90,속초,2022-04-29 05:00,449
90,속초,2022-04-29 06:00,566
90,속초,2022-04-29 07:00,567
90,속초,2022-04-29 08:00,1009
90,속초,2022-04-29 09:00,1304
90,속초,2022-04-29 10:00,2611
90,속초,2022-04-29 11:00,3860
90,속초,2022-04-29 12:00,881
90,속초,2022-04-29 13:00,3651
90,속초,2022-04-29 14:00,4427
90,속초,2022-04-29 15:00,393
90,속초,2022-04-29 16:00,2678
90,속초,2022-04-29 17:00,4563
90,속초,2022-04-29 18:00,662
90,속초,2022-04-29 19:00,4525
90,속초,2022-04-29 20:00,4808
90,속초,2022-04-29 21:00,4911
90,속초,2022-04-29 22:00,5000
90,속초,2022-04-29 23:00,4950
90,속초,2022-04-30 00:00,3712
90,속초,2022-04-30 01:00,2581
90,속초,2022-04-30 02:00,3347
90,속초,2022-04-30 03:00,3408
90,속초,2022-04-30 04:00,4104
90,속초,2022-04-30 05:00,3818
90,속초,2022-04-30 06:00,2991
90,속초,2022-04-30 07:00,4295
90,속초,2022-04-30 08:00,1552
90,속초,2022-04-30 09:00,3918
90,속초,2022-04-30 10:00,4979
90,속초,2022-04-30 11:00,3376
90,속초,2022-04-30 12:00,3416
90,속초,2022-04-30 13:00,3962
90,속초,2022-04-30 14:00,4803
90,속초,2022-04-30 15:00,4240
90,속초,2022-04-30 16:00,5000
90,속초,2022-04-30 17:00,4532
90,속초,2022-04-30 18:00,5000
90,속초,2022-04-30 19:00,4361
90,속초,2022-04-30 20:00,5000
90,속초,2022-04-30 21:00,4745
90,속초,2022-04-30 22:00,4999
90,속초,2022-04-30 23:00,4287
93,북춘천,2022-04-01 00:00,2000
93,북춘천,2022-04-01 03:00,2000
93,북춘천,2022-04-01 04:00,2000
93,북춘천,2022-04-01 05:00,2000
93,북춘천,2022-04-01 06:00,2000
93,북춘천,2022-04-01 07:00,2000
93,북춘천,2022-04-01 08:00,2000
93,북춘천,2022-04-01 09:00,2000
93,북춘천,2022-04-01 10:00,2000
93,북춘천,2022-04-01 11:00,2000
93,북춘천,2022-04-01 12:00,2000
93,북춘천,2022-04-01 13:00,2000
93,북춘천,2022-04-01 14:00,2000
93,북춘천,2022-04-01 15:00,2000
93,북춘천,2022-04-01 16:00,2000
93,북춘천,2022-04-01 17:00,2000
93,북춘천,2022-04-01 18:00,2000
93,북춘천,2022-04-01 21:00,2000
93,북춘천,2022-04-02 00:00,2000
93,북춘천,2022-04-02 03:00,2000
93,북춘천,2022-04-02 04:00,2000
93,북춘천,2022-04-02 05:00,2000
93,북춘천,2022-04-02 06:00,2000
93,북춘천,2022-04-02 07:00,2000
93,북춘천,2022-04-02 08:00,2000
93,북춘천,2022-04-02 09:00,2000
93,북춘천,2022-04-02 10:00,2000
93,북춘천,2022-04-02 11:00,2000
93,북춘천,2022-04-02 12:00,2000
93,북춘천,2022-04-02 13:00,2000
93,북춘천,2022-04-02 14:00,2000
93,북춘천,2022-04-02 15:00,2000
93,북춘천,2022-04-02 16:00,2000
93,북춘천,2022-04-02 17:00,2000
93,북춘천,2022-04-02 18:00,2000
93,북춘천,2022-04-02 21:00,2000
93,북춘천,2022-04-03 00:00,2000
93,북춘천,2022-04-03 03:00,2000
93,북춘천,2022-04-03 04:00,2000
93,북춘천,2022-04-03 05:00,2000
93,북춘천,2022-04-03 06:00,1600
93,북춘천,2022-04-03 07:00,1800
93,북춘천,2022-04-03 08:00,2000
93,북춘천,2022-04-03 09:00,2000
